"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
4954.21719527393,-0.480993464761257,0.106894835964208,-4.49968850620913,6.8053109037247e-06,0.000195652688482085,"PA3665"
2482.27051166135,-1.19667019842737,0.266471101564131,-4.49080666309838,7.09539358991268e-06,0.000201889549568649,"PA1531"
3380.15688212157,0.393054200147803,0.0875144484739794,4.4913063728519,7.07876377374513e-06,0.000201889549568649,"PA1945"
12397.6937294417,-0.968644842364589,0.215858398829848,-4.48740863276824,7.20947138529132e-06,0.000204083497675939,"plsX"
14146.2379980739,1.24064051384915,0.27666954897823,4.48419610481518,7.31893302152157e-06,0.000206125052442852,"tssL1"
9698.63776723755,-0.620661168611949,0.13873430251307,-4.47373978438732,7.68632734984654e-06,0.000214285489753298,"PA0508"
9720.63832997153,0.922623596375578,0.206213585536576,4.47411645539683,7.67279179683119e-06,0.000214285489753298,"wzx"
12165.9582030832,-1.60747251295501,0.359408156725299,-4.47255434490215,7.72907488629453e-06,0.000214394439057014,"PA4139"
2533.69678280459,-0.897883748433367,0.20094179434659,-4.46837727986381,7.88152075495783e-06,0.000215397006825091,"PA0648"
3349.87098264579,-0.489802528480036,0.109615809545971,-4.46835662217703,7.88228177149788e-06,0.000215397006825091,"PA5462"
59552.6446558831,-1.11561646316642,0.249592454519608,-4.46975236216038,7.83102122167786e-06,0.000215397006825091,"tlpQ"
16324.1284092257,1.42190437454639,0.318347677502619,4.46651405061591,7.95044428975937e-06,0.000216189421081142,"tagJ1"
12461.6766179076,-1.04432702922673,0.234076572016207,-4.4614760897747,8.13970294646863e-06,0.00021917639153418,"PA0646"
6867.36239246453,0.691032385362367,0.154886095660288,4.46155210005429,8.13681577148377e-06,0.00021917639153418,"pchC"
4052.74769193371,-0.468817012269719,0.105586540478465,-4.44012096755206,8.99083257553667e-06,0.000240919397169721,"PA2558"
19260.8478421331,-0.882779111765817,0.199082381878642,-4.4342402548908,9.23975422883649e-06,0.000246109395763685,"PA3626"
2949.88679146488,-0.316644528485759,0.0714216927920584,-4.43345034410844,9.27368737660261e-06,0.000246109395763685,"PA3847"
773.148621887438,-1.05485154202716,0.238004723876633,-4.43206136771439,9.33364425042162e-06,0.000246515388814963,"PA0825"
11488.609506832,1.08433178580628,0.244746139899626,4.43043467917809,9.40433311887823e-06,0.000247199613410514,"hisH2"
