"Locus_Tag","Gene_Name","logFC","AveExpr","P.Value","adj.P.Val","B"
"PA4296","pprB",0.505909184207431,5.01439676947549,0.0218060601295296,0.0495731243300057,-4.62140208928955
"PA3536",NA,0.467482340999941,3.55054984664835,0.0218109151720838,0.0495731243300057,-4.62161549388902
"PA2014","liuB",-0.564291013090247,5.23630281753782,0.0218298805769029,0.0495923645813913,-4.62244865236571
"PA1145",NA,0.49298214721282,3.22794261825421,0.0218488373589418,0.0496115667530202,-4.62328068417816
"PA2031",NA,0.526933941008914,4.48097874885188,0.0219160327850824,0.0497402320249612,-4.6262239545769
"PA3245","minE",-0.554859110276074,5.22297969723175,0.0220128894522002,0.0499360599821044,-4.63045005175321
"PA5505",NA,-0.759668369774591,3.89738072818575,0.0220469096404234,0.0499860711713548,-4.63192987377364
"PA2691",NA,0.406871377249421,2.83632550101393,0.0220561025452262,0.0499860711713548,-4.63232934454523
"PA2203",NA,-0.521003869236686,3.0571242116911,0.0220803060367815,0.0500169234588579,-4.63338026587617
"PA3836",NA,0.462991021052272,5.49905607689568,0.0221178094883439,0.0500778591627269,-4.63500632281499
"PA4544","rluD",0.529432818647688,5.21221939529396,0.0221333866166858,0.0500891159514169,-4.63568087029212
"PA1995",NA,0.57276577092502,5.30196563170376,0.0222011729105516,0.0501829968439276,-4.63861056025111
"PA0946",NA,0.43661905583323,5.03132529053577,0.0222067464331587,0.0501829968439276,-4.63885103322618
"PA3398",NA,0.395381847906135,3.93304580937829,0.0221925872760923,0.0501829968439276,-4.63824000565694
"PA4775",NA,0.455241612495815,3.13531390372608,0.022267778845821,0.0502968529358261,-4.64148023464053
"PA3639","accA",0.544608578832665,5.48759821875629,0.0223633696212468,0.0504644981945287,-4.64558321978539
"PA1678",NA,0.474326813038468,3.69119812714707,0.0223563787725895,0.0504644981945287,-4.64528377143508
"PA1996","ppiC1",0.523718012422251,4.62039319047892,0.022410595783444,0.0505469168506237,-4.64760358702412
"PA2625",NA,-0.488987592600548,4.31323513527414,0.022534836866509,0.050801734461598,-4.65289773419251
"PA3605",NA,0.449011346719289,3.15309323799352,0.0225453470533757,0.050801734461598,-4.65334420653344
"PA4904","vanA",0.395192284475406,2.87796636674872,0.0225558410260366,0.050801734461598,-4.65378977523445
"PA4994",NA,0.391232935455355,3.56641890413714,0.0227613294609665,0.0512401139390585,-4.66247173585538
"PA1619",NA,0.425790732439268,4.83253568808927,0.0227916059078424,0.0512838278717196,-4.66374406545408
"PA1571",NA,0.374656578546208,3.34603723966063,0.0228135327225655,0.051308721451751,-4.66466442038237
