"Gene","Locus_Tag","logFC","adj.P.Val"
"pyrD","PA3050",0.814867522445743,0.00561618521945528
"hflC","PA4941",1.45520314155052,0.00607106173166869
"folC","PA3111",1.12380605854609,0.00623675745154384
"guaB","PA3770",1.56460553219248,0.00632907553588374
"rpsA","PA3162",1.52513340442278,0.00662907324710812
"pncB1","PA4919",1.92168752399188,0.00667062166732183
"cysE","PA3816",1.69270457157747,0.00667062166732183
"aotJ","PA0888",1.69333972613214,0.00672828082278423
"PA5528","PA5528",1.53552971383245,0.00672828082278423
"PA2769","PA2769",0.739283008294791,0.00672828082278423
"PA1896","PA1896",-1.17305115256895,0.00683316829817933
"wbpM","PA3141",2.18072727271026,0.00683718647707715
"mreB","PA4481",1.49541517890745,0.00683718647707715
"PA2900","PA2900",1.16215420342093,0.00683718647707715
"oprI","PA2853",-1.06028507835826,0.00683718647707715
"PA3723","PA3723",-1.3890349180026,0.00689942741696749
"PA4420","PA4420",1.63749208209067,0.00700696630637619
"oprB","PA3186",-1.71340834696474,0.00752482895065573
"sbrI","PA2896",1.85130927720291,0.0075389579182481
"lolE","PA2988",1.59618326199425,0.0075389579182481
"crfX","PA1774",1.59292939228858,0.0075389579182481
"PA0459","PA0459",-1.13571629403727,0.0075389579182481
"PA0623","PA0623",-0.605002087941815,0.0075389579182481
"phoP","PA1179",2.49957754942276,0.0078248128789447
"rpsR","PA4934",1.03357425896433,0.00784330220262728
"PA3966","PA3966",0.72078165082765,0.00789694659931535
"PA1550","PA1550",-0.669018349177442,0.00789694659931535
"fis","PA4853",1.16479139888694,0.00808137131484563
"PA1440","PA1440",1.10836934259504,0.00810155940260546
"infB","PA4744",1.46766808143023,0.00827367282308739
"prs","PA4670",1.27785803859657,0.00827367282308739
"PA2985","PA2985",1.0286145440128,0.00827367282308739
"mgtA","PA4825",0.935444497936936,0.00827367282308739
"PA3185","PA3185",1.00458480279571,0.00828398599082733
"rpmB","PA5316",1.41808177549231,0.00834234988465129
"nirG","PA0513",-0.802563493655618,0.00834234988465129
"bswR","PA2780",0.967681405529834,0.00867245268476896
"PA2855","PA2855",0.925454150774534,0.0087024796446766
"PA2865","PA2865",1.15734167618246,0.00870699492725892
"accD","PA3112",1.09977846477382,0.00870699492725892
"infC","PA2743",0.744909676927659,0.00870699492725892
"vgrG4","PA2685",0.676076160744989,0.00870699492725892
"PA4010","PA4010",1.59126020121455,0.00920684003899211
"PA2901","PA2901",1.8266378349558,0.00943316058808586
"PA1639","PA1639",1.50431387392213,0.00947812977428803
"nusG","PA4275",1.2259864280901,0.00947812977428803
"nuoI","PA2644",-0.88263825509723,0.00951643733551374
"rpsH","PA4249",1.15073374333819,0.00999965108879106
"PA4610","PA4610",-1.07662600918136,0.00999965108879106
"nirE","PA0510",-0.876919054761622,0.00999965108879106
"nuoK","PA2646",-0.970414052049705,0.010029984815853
"PA1029","PA1029",2.53780209883087,0.0101292342844716
"PA2974","PA2974",1.8948820302273,0.0101292342844716
"rplI","PA4932",0.831475263016026,0.0102046031720535
"adhA","PA5427",-1.92436219404393,0.0102070195906048
"PA2894","PA2894",1.15850091320943,0.0102070195906048
"PA1439","PA1439",1.09655070434157,0.0102070195906048
"accA","PA3639",0.725336333539421,0.0102070195906048
"PA1836","PA1836",0.570820755487981,0.0102070195906048
"nirJ","PA0511",-0.845278905284061,0.0102740384505901
"PA5523","PA5523",1.15494481788874,0.0109666732997655
"PA4574","PA4574",0.864922503325603,0.0113209521273654
"trpF","PA3113",1.04682932307752,0.0114910905729808
"purF","PA3108",1.20707472846493,0.0115124597210478
"PA3741","PA3741",0.944678335962669,0.0115124597210478
"nrtR","PA4916",1.40203665399302,0.0120140117653817
"rpmI","PA2742",0.926619678557575,0.012250265300034
"rpoD","PA0576",1.78186607303044,0.0128177781268186
"rplO","PA4244",1.23907943883198,0.0128177781268186
"PA4421","PA4421",1.67224409766421,0.0129018519295152
"PA4896","PA4896",0.546266500827672,0.0129531639743104
"pilA","PA4525",-1.45791618839433,0.0134287019550274
"pmiR","PA0797",1.06006168310962,0.0134540079683927
"PA5568","PA5568",0.6909927490159,0.0136498409067204
"rplS","PA3742",2.10671659726473,0.0139430428583164
"hscB","PA3811",1.9265283738065,0.0139430428583164
"ig_520","ig_520",0.56558714071749,0.0139430428583164
"clpP2","PA3326",-0.712044961321329,0.0142693232297076
"ig_354","ig_354",1.66993098575657,0.0148961694623752
"PA4943","PA4943",1.68811074173588,0.0148973071428657
"arcB","PA5172",-2.36985234701153,0.0151030515555463
"hflK","PA4942",1.85346195504753,0.0151030515555463
"rpoH","PA0376",1.44366890561704,0.0151030515555463
"PA1164","PA1164",1.19545502261194,0.0151030515555463
"murA","PA4450",1.16361083289024,0.0151030515555463
"flgK","PA1086",-0.851815254800833,0.0151030515555463
"amgS","PA5199",0.735983780467896,0.0151030515555463
"rpsF","PA4935",1.43622774337916,0.0152340242454225
"tig","PA1800",1.45761087555375,0.0161745356911552
"dnaX","PA1532",1.05954226540926,0.0166846465054094
"secY","PA4243",1.12620234547427,0.0167524347317779
"PA1746","PA1746",-1.92308849547612,0.0167937116135261
"PA1895","PA1895",-1.1486406977484,0.0167937116135261
"PA3572","PA3572",-1.69333735110783,0.0173487572573291
"rplM","PA4433",1.61009375431085,0.0173487572573291
"metZ","PA3107",1.52540430771198,0.0173487572573291
"PA1241","PA1241",1.30345483570308,0.0173487572573291
"nuoL","PA2647",-0.87079452934778,0.0173798363758795
"PA4607","PA4607",-2.57318116365281,0.0175867997099011
"dctA","PA1183",1.48157445906048,0.0175867997099011
"fdx2","PA3809",1.41036175897997,0.0175867997099011
"nirC","PA0517",-1.14718841086639,0.0175867997099011
